Route_ID,Date,Region,Origin_Hub,Destination_City,Vehicle_Type,Vehicle_Capacity_Cases,Load_Cases,Utilization_Pct,Distance_KM,Avg_Speed_KMPH,Travel_Time_Hrs,No_of_Stops,Total_Time_Hrs,Fuel_Litres,Fuel_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Total_Route_Cost_INR,Cost_Per_Case_INR,Delivery_Delay_Min,On_Time_Delivery
RT-0291,2024-11-09,East India,Kolkata Hub,Bhubaneswar,Mini Truck (14-ft),250,131,52.4,234,50,4.68,10,8.31,46.38,4382.91,252.4,1272.08,5907.39,45.09,29,Yes
RT-0292,2024-12-30,East India,Kolkata Hub,Bhubaneswar,32-ft Truck,800,427,53.4,158,62,2.55,12,8.84,24.46,2311.47,272.22,1727.05,4310.74,10.1,45,No
RT-0293,2024-12-29,South India,Bengaluru Hub,Hyderabad,20-ft Truck,500,435,87.0,294,55,5.35,3,7.2,55.57,5251.36,391.19,1376.72,7019.27,16.14,60,No
RT-0294,2024-05-12,East India,Kolkata Hub,Siliguri,Mini Truck (14-ft),250,139,55.6,208,64,3.25,12,6.88,34.81,3289.55,369.32,1261.45,4920.32,35.4,0,Yes
RT-0295,2024-05-24,South India,Bengaluru Hub,Kochi,Tempo,80,59,73.8,229,60,3.82,11,7.33,26.27,2482.51,229.48,1441.62,4153.61,70.4,20,Yes
RT-0296,2024-08-09,Central India,Bhopal Hub,Ujjain,32-ft Truck,800,673,84.1,16,41,0.39,4,1.87,1.94,183.33,14.39,308.12,505.84,0.75,73,No
RT-0297,2024-04-10,East India,Kolkata Hub,Jamshedpur,Mini Truck (14-ft),250,122,48.8,245,57,4.3,12,10.86,31.05,2934.22,433.05,1929.02,5296.29,43.41,19,Yes
RT-0298,2024-03-21,South India,Bengaluru Hub,Chennai,32-ft Truck,800,782,97.8,310,59,5.25,2,6.12,55.83,5275.93,595.72,991.35,6863.0,8.78,3,Yes
RT-0299,2024-03-31,South India,Bengaluru Hub,Chennai,32-ft Truck,800,457,57.1,418,35,11.94,6,14.39,58.45,5523.53,525.16,2688.93,8737.62,19.12,0,Yes
RT-0300,2024-06-09,North India,Delhi Hub,Delhi,32-ft Truck,800,684,85.5,347,55,6.31,5,8.23,53.71,5075.6,447.62,1029.09,6552.31,9.58,51,No
RT-0301,2024-06-21,East India,Kolkata Hub,Kolkata,32-ft Truck,800,729,91.1,335,53,6.32,6,7.97,57.34,5418.63,328.34,1271.96,7018.93,9.63,17,Yes
RT-0302,2024-11-16,South India,Bengaluru Hub,Mysuru,20-ft Truck,500,324,64.8,282,48,5.88,3,7.6,31.53,2979.59,441.85,1405.17,4826.61,14.9,72,No
RT-0303,2024-10-10,Central India,Bhopal Hub,Gwalior,Mini Truck (14-ft),250,167,66.8,245,38,6.45,7,9.34,39.43,3726.13,307.91,1747.66,5781.7,34.62,26,Yes
RT-0304,2024-03-05,East India,Kolkata Hub,Guwahati,Tata Ace,120,61,50.8,371,28,13.25,6,15.22,53.34,5040.63,671.73,1965.91,7678.27,125.87,0,Yes
RT-0305,2024-11-19,East India,Kolkata Hub,Kolkata,32-ft Truck,800,544,68.0,243,42,5.79,10,9.97,30.96,2925.72,251.16,1270.62,4447.5,8.18,9,Yes
RT-0306,2024-05-20,South India,Bengaluru Hub,Mysuru,Mini Truck (14-ft),250,214,85.6,241,57,4.23,12,8.25,27.08,2559.06,391.31,1078.0,4028.37,18.82,6,Yes
RT-0307,2024-12-05,East India,Kolkata Hub,Jamshedpur,Mini Truck (14-ft),250,125,50.0,119,45,2.64,12,9.0,17.53,1656.59,231.98,1299.07,3187.64,25.5,13,Yes
RT-0308,2024-04-30,East India,Kolkata Hub,Kolkata,20-ft Truck,500,452,90.4,43,65,0.66,11,7.89,5.28,498.96,82.07,1332.54,1913.57,4.23,0,Yes
RT-0309,2024-08-02,North India,Delhi Hub,Agra,Tempo,80,65,81.2,297,41,7.24,5,9.54,34.21,3232.85,371.65,1881.55,5486.05,84.4,0,Yes
RT-0310,2024-03-01,South India,Bengaluru Hub,Chennai,32-ft Truck,800,769,96.1,162,46,3.52,3,4.68,24.36,2302.02,169.39,609.66,3081.07,4.01,3,Yes
RT-0311,2024-08-09,West India,Mumbai Hub,Nagpur,32-ft Truck,800,418,52.2,398,56,7.11,4,8.82,49.17,4646.57,778.09,1572.69,6997.35,16.74,21,Yes
RT-0312,2024-06-28,East India,Kolkata Hub,Ranchi,Tata Ace,120,87,72.5,378,61,6.2,8,12.19,62.76,5930.82,335.58,1744.48,8010.88,92.08,22,Yes
RT-0313,2024-11-26,Central India,Bhopal Hub,Bilaspur,20-ft Truck,500,363,72.6,294,41,7.17,7,10.82,50.88,4808.16,604.62,2025.17,7437.95,20.49,19,Yes
RT-0314,2024-06-09,East India,Kolkata Hub,Kolkata,Tempo,80,56,70.0,203,63,3.22,8,8.98,28.47,2690.41,433.29,1226.47,4350.17,77.68,0,Yes
RT-0315,2024-07-26,Central India,Bhopal Hub,Raipur,Tempo,80,58,72.5,350,40,8.75,2,9.72,51.46,4862.97,747.47,1878.86,7489.3,129.13,0,Yes
RT-0316,2024-05-27,East India,Kolkata Hub,Ranchi,Mini Truck (14-ft),250,177,70.8,23,45,0.51,4,2.31,2.75,259.88,22.89,313.91,596.68,3.37,38,No
RT-0317,2024-09-23,West India,Mumbai Hub,Surat,Tempo,80,49,61.3,405,55,7.36,3,8.78,56.48,5337.36,739.16,1102.15,7178.67,146.5,6,Yes
RT-0318,2024-01-02,Central India,Bhopal Hub,Jabalpur,Mini Truck (14-ft),250,125,50.0,255,38,6.71,7,9.34,34.42,3252.69,283.31,1597.5,5133.5,41.07,31,No
RT-0319,2024-09-07,South India,Bengaluru Hub,Bengaluru,32-ft Truck,800,418,52.2,156,64,2.44,8,8.18,19.05,1800.23,334.05,1115.49,3249.77,7.77,34,No
RT-0320,2024-10-23,South India,Bengaluru Hub,Kochi,32-ft Truck,800,628,78.5,188,38,4.95,3,5.88,31.14,2942.73,242.91,1122.07,4307.71,6.86,0,Yes
RT-0321,2024-10-07,South India,Bengaluru Hub,Chennai,32-ft Truck,800,444,55.5,62,48,1.29,4,3.17,10.14,958.23,77.41,416.66,1452.3,3.27,0,Yes
RT-0322,2024-10-17,South India,Bengaluru Hub,Hyderabad,Tempo,80,64,80.0,385,65,5.92,6,9.64,46.8,4422.6,658.25,1397.57,6478.42,101.23,32,No
RT-0323,2024-12-14,Central India,Bhopal Hub,Bhopal,20-ft Truck,500,436,87.2,237,39,6.08,2,6.69,26.96,2547.72,433.92,883.33,3864.97,8.86,7,Yes
RT-0324,2024-12-30,East India,Kolkata Hub,Jamshedpur,20-ft Truck,500,317,63.4,113,55,2.05,11,6.31,22.08,2086.56,167.09,1261.7,3515.35,11.09,0,Yes
RT-0325,2024-01-12,East India,Kolkata Hub,Bhubaneswar,20-ft Truck,500,491,98.2,73,34,2.15,3,3.41,8.36,790.02,105.77,437.53,1333.32,2.72,0,Yes
RT-0326,2024-07-05,South India,Bengaluru Hub,Hyderabad,32-ft Truck,800,675,84.4,32,49,0.65,7,2.91,5.8,548.1,32.27,369.69,950.06,1.41,22,Yes
RT-0327,2024-11-17,Central India,Bhopal Hub,Bhopal,Mini Truck (14-ft),250,243,97.2,59,51,1.16,5,3.22,9.26,875.07,51.53,576.9,1503.5,6.19,23,Yes
RT-0328,2024-07-19,North India,Delhi Hub,Amritsar,32-ft Truck,800,636,79.5,398,43,9.26,10,13.19,59.87,5657.72,471.97,2470.03,8599.72,13.52,38,No
RT-0329,2024-10-07,South India,Bengaluru Hub,Chennai,32-ft Truck,800,455,56.9,420,28,15.0,12,19.52,57.94,5475.33,915.66,3794.31,10185.3,22.39,0,Yes
RT-0330,2024-03-28,East India,Kolkata Hub,Bhubaneswar,Mini Truck (14-ft),250,244,97.6,370,34,10.88,11,18.78,51.17,4835.57,406.62,2340.03,7582.22,31.07,54,No
RT-0331,2024-07-17,West India,Mumbai Hub,Nashik,Tata Ace,120,57,47.5,283,51,5.55,11,10.94,39.51,3733.69,405.04,2005.94,6144.67,107.8,0,Yes
RT-0332,2024-12-02,East India,Kolkata Hub,Jamshedpur,Mini Truck (14-ft),250,238,95.2,371,44,8.43,7,10.86,42.33,4000.18,406.42,2036.62,6443.22,27.07,0,Yes
RT-0333,2024-08-27,Central India,Bhopal Hub,Bilaspur,20-ft Truck,500,348,69.6,23,45,0.51,7,4.66,4.58,432.81,33.69,758.12,1224.62,3.52,13,Yes
RT-0334,2024-04-01,East India,Kolkata Hub,Bhubaneswar,Tempo,80,72,90.0,292,44,6.64,9,10.74,50.73,4793.98,350.98,1598.31,6743.27,93.66,28,Yes
RT-0335,2024-12-09,South India,Bengaluru Hub,Coimbatore,Mini Truck (14-ft),250,191,76.4,281,39,7.21,4,9.18,35.44,3349.08,292.11,1176.83,4818.02,25.23,0,Yes
RT-0336,2024-04-05,West India,Mumbai Hub,Ahmedabad,20-ft Truck,500,273,54.6,195,34,5.74,2,6.46,32.88,3107.16,180.37,794.11,4081.64,14.95,27,Yes
RT-0337,2024-09-15,East India,Kolkata Hub,Bhubaneswar,20-ft Truck,500,412,82.4,131,35,3.74,11,8.44,24.71,2335.1,225.94,1089.43,3650.47,8.86,33,No
RT-0338,2024-10-25,West India,Mumbai Hub,Pune,20-ft Truck,500,275,55.0,130,50,2.6,11,5.9,16.48,1557.36,284.18,797.95,2639.49,9.6,22,Yes
RT-0339,2024-03-07,West India,Mumbai Hub,Ahmedabad,20-ft Truck,500,460,92.0,196,43,4.56,11,11.22,39.16,3700.62,429.19,1754.94,5884.75,12.79,0,Yes
RT-0340,2024-04-10,East India,Kolkata Hub,Bhubaneswar,Mini Truck (14-ft),250,174,69.6,202,55,3.67,3,4.93,31.99,3023.05,365.56,808.85,4197.46,24.12,0,Yes
RT-0341,2024-03-23,East India,Kolkata Hub,Kolkata,Tata Ace,120,108,90.0,119,54,2.2,7,6.7,17.82,1683.99,148.86,992.46,2825.31,26.16,56,No
RT-0342,2024-05-03,West India,Mumbai Hub,Ahmedabad,Mini Truck (14-ft),250,246,98.4,249,38,6.55,7,8.37,45.66,4314.87,519.93,1511.48,6346.28,25.8,64,No
RT-0343,2024-11-09,East India,Kolkata Hub,Ranchi,Tempo,80,70,87.5,306,64,4.78,5,6.81,43.12,4074.84,647.09,872.43,5594.36,79.92,0,Yes
RT-0344,2024-05-22,West India,Mumbai Hub,Vadodara,32-ft Truck,800,392,49.0,164,51,3.22,8,7.27,24.35,2301.08,355.02,935.32,3591.42,9.16,23,Yes
RT-0345,2024-04-09,South India,Bengaluru Hub,Hyderabad,Mini Truck (14-ft),250,243,97.2,186,43,4.33,11,7.34,25.71,2429.6,317.12,1043.21,3789.93,15.6,24,Yes
RT-0346,2024-05-01,North India,Delhi Hub,Agra,Tata Ace,120,115,95.8,387,59,6.56,4,7.85,44.74,4227.93,413.93,1226.69,5868.55,51.03,0,Yes
RT-0347,2024-11-23,Central India,Bhopal Hub,Bilaspur,Tempo,80,57,71.2,39,37,1.05,7,3.69,4.78,451.71,75.02,548.23,1074.96,18.86,0,Yes
RT-0348,2024-05-27,North India,Delhi Hub,Chandigarh,20-ft Truck,500,301,60.2,189,31,6.1,12,11.04,25.04,2366.28,381.27,1349.23,4096.78,13.61,9,Yes
RT-0349,2024-12-04,North India,Delhi Hub,Meerut,Tata Ace,120,76,63.3,297,51,5.82,9,10.14,47.3,4469.85,344.92,1984.88,6799.65,89.47,0,Yes
RT-0350,2024-01-29,Central India,Bhopal Hub,Jabalpur,Tata Ace,120,64,53.3,208,64,3.25,6,5.87,40.32,3810.24,429.38,982.77,5222.39,81.6,17,Yes
RT-0351,2024-05-22,South India,Bengaluru Hub,Hyderabad,Tempo,80,40,50.0,379,43,8.81,3,10.85,49.21,4650.35,564.51,1601.52,6816.38,170.41,0,Yes
RT-0352,2024-04-29,East India,Kolkata Hub,Guwahati,Tata Ace,120,97,80.8,48,56,0.86,6,4.27,7.38,697.41,73.43,541.03,1311.87,13.52,56,No
RT-0353,2024-05-10,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,138,55.2,314,32,9.81,6,13.47,61.39,5801.36,327.66,2158.38,8287.4,60.05,0,Yes
RT-0354,2024-07-31,East India,Kolkata Hub,Bhubaneswar,Tata Ace,120,78,65.0,385,60,6.42,2,7.3,55.99,5291.06,835.09,1218.65,7344.8,94.16,13,Yes
RT-0355,2024-12-09,South India,Bengaluru Hub,Chennai,32-ft Truck,800,776,97.0,90,48,1.88,11,5.3,11.11,1049.89,100.6,697.5,1847.99,2.38,32,No
RT-0356,2024-09-28,West India,Mumbai Hub,Ahmedabad,Tempo,80,53,66.2,419,47,8.91,8,11.02,59.99,5669.06,848.84,2041.45,8559.35,161.5,0,Yes
RT-0357,2024-09-24,North India,Delhi Hub,Chandigarh,Tata Ace,120,95,79.2,253,28,9.04,12,15.9,32.9,3109.05,307.7,2476.06,5892.81,62.03,35,No
RT-0358,2024-04-21,Central India,Bhopal Hub,Jabalpur,32-ft Truck,800,799,99.9,338,51,6.63,10,10.26,57.26,5411.07,556.9,1349.08,7317.05,9.16,10,Yes
RT-0359,2024-12-21,South India,Bengaluru Hub,Kochi,Mini Truck (14-ft),250,166,66.4,326,35,9.31,12,17.97,48.08,4543.56,476.3,3436.86,8456.72,50.94,0,Yes
RT-0360,2024-01-19,South India,Bengaluru Hub,Hyderabad,Tata Ace,120,80,66.7,121,49,2.47,7,5.88,18.44,1742.58,230.1,1049.5,3022.18,37.78,23,Yes
RT-0361,2024-03-03,South India,Bengaluru Hub,Mysuru,32-ft Truck,800,723,90.4,222,42,5.29,3,6.53,39.69,3750.7,238.77,1037.09,5026.56,6.95,11,Yes
RT-0362,2024-10-31,Central India,Bhopal Hub,Bilaspur,Tata Ace,120,82,68.3,334,30,11.13,8,14.11,61.85,5844.82,729.86,1756.22,8330.9,101.6,20,Yes
RT-0363,2024-09-24,East India,Kolkata Hub,Ranchi,Mini Truck (14-ft),250,205,82.0,245,65,3.77,6,6.04,27.44,2593.08,356.23,1073.15,4022.46,19.62,16,Yes
RT-0364,2024-06-13,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,181,72.4,266,34,7.82,7,11.37,42.08,3976.56,452.39,2134.67,6563.62,36.26,82,No
RT-0365,2024-01-13,North India,Delhi Hub,Delhi,32-ft Truck,800,436,54.5,71,45,1.58,10,4.72,11.88,1122.66,104.31,803.94,2030.91,4.66,9,Yes
RT-0366,2024-01-14,West India,Mumbai Hub,Ahmedabad,32-ft Truck,800,673,84.1,209,48,4.35,2,5.2,25.9,2447.55,370.84,661.22,3479.61,5.17,0,Yes
RT-0367,2024-09-20,Central India,Bhopal Hub,Bhopal,Mini Truck (14-ft),250,196,78.4,89,28,3.18,8,6.76,14.39,1359.86,123.68,1043.53,2527.07,12.89,0,Yes
RT-0368,2024-11-12,Central India,Bhopal Hub,Bilaspur,32-ft Truck,800,411,51.4,19,30,0.63,11,3.47,2.67,252.31,24.94,489.56,766.81,1.87,20,Yes
RT-0369,2024-03-22,East India,Kolkata Hub,Siliguri,Tata Ace,120,113,94.2,187,40,4.67,4,7.22,23.16,2188.62,168.12,917.74,3274.48,28.98,0,Yes
RT-0370,2024-04-03,West India,Mumbai Hub,Pune,Mini Truck (14-ft),250,128,51.2,53,51,1.04,7,3.91,7.03,664.34,48.71,669.14,1382.19,10.8,44,No
RT-0371,2024-09-16,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,237,94.8,314,39,8.05,12,15.79,47.51,4489.69,326.6,3053.56,7869.85,33.21,0,Yes
RT-0372,2024-05-16,Central India,Bhopal Hub,Bilaspur,32-ft Truck,800,747,93.4,290,56,5.18,5,7.48,40.86,3861.27,597.72,920.59,5379.58,7.2,21,Yes
RT-0373,2024-03-13,West India,Mumbai Hub,Pune,32-ft Truck,800,585,73.1,367,43,8.53,11,14.47,60.64,5730.48,598.59,2718.26,9047.33,15.47,0,Yes
RT-0374,2024-05-28,West India,Mumbai Hub,Nashik,Tempo,80,75,93.8,120,54,2.22,6,4.4,19.9,1880.55,217.98,531.72,2630.25,35.07,0,Yes
RT-0375,2024-12-07,North India,Delhi Hub,Delhi,Mini Truck (14-ft),250,245,98.0,392,46,8.52,4,10.41,71.19,6727.45,326.61,1683.36,8737.42,35.66,18,Yes
RT-0376,2024-12-20,West India,Mumbai Hub,Nagpur,Mini Truck (14-ft),250,127,50.8,111,28,3.96,12,10.4,14.82,1400.49,125.67,1871.92,3398.08,26.76,2,Yes
RT-0377,2024-07-05,Central India,Bhopal Hub,Gwalior,20-ft Truck,500,367,73.4,121,36,3.36,12,7.05,14.98,1415.61,100.47,1024.89,2540.97,6.92,0,Yes
RT-0378,2024-12-10,North India,Delhi Hub,Jaipur,20-ft Truck,500,237,47.4,389,35,11.11,11,16.82,51.7,4885.65,798.64,2462.48,8146.77,34.37,4,Yes
RT-0379,2024-05-28,Central India,Bhopal Hub,Ujjain,Mini Truck (14-ft),250,231,92.4,112,58,1.93,2,3.02,22.0,2079.0,99.79,563.63,2742.42,11.87,1,Yes
RT-0380,2024-11-08,Central India,Bhopal Hub,Ujjain,Tempo,80,56,70.0,38,48,0.79,5,2.32,4.72,446.04,62.5,404.5,913.04,16.3,54,No
RT-0381,2024-03-21,Central India,Bhopal Hub,Jabalpur,20-ft Truck,500,345,69.0,204,64,3.19,6,7.14,29.17,2756.57,202.52,1190.64,4149.73,12.03,0,Yes
RT-0382,2024-01-23,Central India,Bhopal Hub,Bilaspur,32-ft Truck,800,795,99.4,40,28,1.43,8,3.8,7.12,672.84,77.13,723.91,1473.88,1.85,24,Yes
RT-0383,2024-04-22,North India,Delhi Hub,Amritsar,20-ft Truck,500,315,63.0,100,36,2.78,3,4.21,12.17,1150.07,135.66,597.81,1883.54,5.98,0,Yes
RT-0384,2024-02-17,South India,Bengaluru Hub,Kochi,Mini Truck (14-ft),250,195,78.0,418,43,9.72,12,17.22,78.56,7423.92,548.9,3320.47,11293.29,57.91,11,Yes
RT-0385,2024-06-05,North India,Delhi Hub,Chandigarh,Tempo,80,38,47.5,420,45,9.33,7,12.62,73.56,6951.42,407.11,2007.37,9365.9,246.47,0,Yes
RT-0386,2024-08-02,East India,Kolkata Hub,Kolkata,Mini Truck (14-ft),250,172,68.8,310,47,6.6,5,8.2,56.12,5303.34,528.17,1047.59,6879.1,39.99,13,Yes
RT-0387,2024-11-02,West India,Mumbai Hub,Vadodara,32-ft Truck,800,442,55.2,205,65,3.15,10,7.2,34.22,3233.79,245.88,1074.34,4554.01,10.3,0,Yes
RT-0388,2024-07-22,North India,Delhi Hub,Agra,32-ft Truck,800,494,61.8,376,63,5.97,12,11.08,44.42,4197.69,383.02,1800.65,6381.36,12.92,26,Yes
RT-0389,2024-12-20,South India,Bengaluru Hub,Mysuru,Mini Truck (14-ft),250,239,95.6,224,50,4.48,7,8.46,33.64,3178.98,283.36,1262.05,4724.39,19.77,0,Yes
RT-0390,2024-09-27,South India,Bengaluru Hub,Coimbatore,Mini Truck (14-ft),250,213,85.2,394,40,9.85,5,11.72,49.0,4630.5,329.82,1665.42,6625.74,31.11,43,No
RT-0391,2024-08-24,Central India,Bhopal Hub,Gwalior,Tata Ace,120,88,73.3,177,43,4.12,7,8.12,34.98,3305.61,201.5,1160.24,4667.35,53.04,0,Yes
RT-0392,2024-08-23,South India,Bengaluru Hub,Chennai,Tata Ace,120,107,89.2,416,29,14.34,11,22.51,69.02,6522.39,411.83,3394.91,10329.13,96.53,20,Yes
RT-0393,2024-01-06,North India,Delhi Hub,Amritsar,32-ft Truck,800,366,45.8,296,53,5.58,11,8.84,33.15,3132.67,332.88,1242.66,4708.21,12.86,5,Yes
RT-0394,2024-09-26,East India,Kolkata Hub,Kolkata,32-ft Truck,800,771,96.4,248,49,5.06,8,10.06,30.96,2925.72,371.33,1675.92,4972.97,6.45,12,Yes
RT-0395,2024-09-29,North India,Delhi Hub,Meerut,Tata Ace,120,113,94.2,128,56,2.29,4,3.87,22.98,2171.61,171.72,732.32,3075.65,27.22,3,Yes
RT-0396,2024-04-07,West India,Mumbai Hub,Ahmedabad,32-ft Truck,800,667,83.4,35,50,0.7,12,4.62,6.89,651.11,35.62,858.57,1545.3,2.32,0,Yes
RT-0397,2024-04-10,Central India,Bhopal Hub,Jabalpur,20-ft Truck,500,407,81.4,155,34,4.56,9,10.15,17.29,1633.9,339.0,1968.33,3941.23,9.68,0,Yes
RT-0398,2024-02-24,North India,Delhi Hub,Jaipur,Mini Truck (14-ft),250,137,54.8,176,41,4.29,12,10.27,22.76,2150.82,162.0,1695.96,4008.78,29.26,10,Yes
RT-0399,2024-05-23,South India,Bengaluru Hub,Kochi,32-ft Truck,800,388,48.5,155,34,4.56,10,11.81,19.71,1862.6,254.21,1699.33,3816.14,9.84,20,Yes
RT-0400,2024-10-09,East India,Kolkata Hub,Ranchi,Tata Ace,120,102,85.0,263,51,5.16,12,12.56,34.07,3219.62,500.59,1805.94,5526.15,54.18,23,Yes
RT-0401,2024-11-11,West India,Mumbai Hub,Nashik,Mini Truck (14-ft),250,233,93.2,154,29,5.31,3,6.44,22.53,2129.09,177.21,1005.03,3311.33,14.21,0,Yes
RT-0402,2024-12-10,North India,Delhi Hub,Jaipur,Tempo,80,58,72.5,50,29,1.72,6,6.01,5.86,553.77,49.3,1198.03,1801.1,31.05,29,Yes
RT-0403,2024-04-08,North India,Delhi Hub,Lucknow,Mini Truck (14-ft),250,244,97.6,114,54,2.11,9,7.06,17.68,1670.76,234.08,982.16,2887.0,11.83,12,Yes
RT-0404,2024-08-11,East India,Kolkata Hub,Jamshedpur,Mini Truck (14-ft),250,181,72.4,39,61,0.64,11,4.92,7.42,701.19,43.71,965.72,1710.62,9.45,0,Yes
RT-0405,2024-08-14,North India,Delhi Hub,Meerut,Tempo,80,68,85.0,219,36,6.08,5,8.7,28.5,2693.25,388.69,1149.88,4231.82,62.23,2,Yes
RT-0406,2024-05-23,Central India,Bhopal Hub,Ujjain,20-ft Truck,500,270,54.0,203,36,5.64,3,7.32,30.96,2925.72,262.16,1028.86,4216.74,15.62,13,Yes
RT-0407,2024-01-05,Central India,Bhopal Hub,Bhopal,20-ft Truck,500,470,94.0,143,44,3.25,11,8.74,20.31,1919.29,264.48,1634.85,3818.62,8.12,0,Yes
RT-0408,2024-11-24,Central India,Bhopal Hub,Jabalpur,20-ft Truck,500,490,98.0,258,41,6.29,9,8.98,44.7,4224.15,550.78,1238.33,6013.26,12.27,38,No
RT-0409,2024-11-11,South India,Bengaluru Hub,Chennai,Mini Truck (14-ft),250,158,63.2,365,62,5.89,5,9.5,61.15,5778.68,533.29,1751.68,8063.65,51.04,11,Yes
RT-0410,2024-12-04,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,140,56.0,278,56,4.96,5,8.0,51.02,4821.39,333.07,1084.35,6238.81,44.56,0,Yes
RT-0411,2024-09-24,North India,Delhi Hub,Agra,20-ft Truck,500,494,98.8,142,53,2.68,6,6.88,25.36,2396.52,291.83,1357.21,4045.56,8.19,18,Yes
RT-0412,2024-06-10,Central India,Bhopal Hub,Raipur,Mini Truck (14-ft),250,187,74.8,277,65,4.26,5,5.7,50.26,4749.57,416.08,837.41,6003.06,32.1,0,Yes
RT-0413,2024-06-10,North India,Delhi Hub,Lucknow,Tempo,80,77,96.2,301,34,8.85,2,9.98,44.28,4184.46,608.21,1714.13,6506.8,84.5,42,No
RT-0414,2024-12-05,West India,Mumbai Hub,Vadodara,Mini Truck (14-ft),250,159,63.6,176,31,5.68,7,8.3,22.89,2163.11,370.11,1585.56,4118.78,25.9,27,Yes
RT-0415,2024-10-23,West India,Mumbai Hub,Pune,32-ft Truck,800,468,58.5,55,37,1.49,7,6.11,8.03,758.83,61.53,897.71,1718.07,3.67,0,Yes
RT-0416,2024-08-13,North India,Delhi Hub,Amritsar,32-ft Truck,800,586,73.2,131,62,2.11,8,6.53,14.6,1379.7,232.84,967.12,2579.66,4.4,9,Yes
RT-0417,2024-06-04,West India,Mumbai Hub,Surat,20-ft Truck,500,429,85.8,310,62,5.0,10,8.37,34.82,3290.49,390.35,1343.57,5024.41,11.71,0,Yes
RT-0418,2024-03-12,South India,Bengaluru Hub,Coimbatore,Mini Truck (14-ft),250,135,54.0,376,28,13.43,11,18.55,49.36,4664.52,601.97,2237.15,7503.64,55.58,22,Yes
RT-0419,2024-07-02,North India,Delhi Hub,Amritsar,32-ft Truck,800,601,75.1,268,46,5.83,12,12.57,42.62,4027.59,321.96,1941.82,6291.37,10.47,69,No
RT-0420,2024-12-16,South India,Bengaluru Hub,Vizag,32-ft Truck,800,431,53.9,39,56,0.7,7,5.75,5.44,514.08,49.19,802.14,1365.41,3.17,11,Yes
RT-0421,2024-10-16,West India,Mumbai Hub,Mumbai,20-ft Truck,500,445,89.0,259,52,4.98,8,8.44,37.35,3529.58,471.56,1017.42,5018.56,11.28,19,Yes
RT-0422,2024-07-11,North India,Delhi Hub,Jaipur,Tata Ace,120,89,74.2,353,60,5.88,11,9.03,62.2,5877.9,488.48,1095.46,7461.84,83.84,0,Yes
RT-0423,2024-09-28,North India,Delhi Hub,Delhi,Tata Ace,120,91,75.8,387,36,10.75,11,13.53,55.75,5268.38,806.48,2527.04,8601.9,94.53,36,No
RT-0424,2024-09-03,East India,Kolkata Hub,Patna,20-ft Truck,500,498,99.6,306,53,5.77,10,10.18,46.08,4354.56,519.85,2000.12,6874.53,13.8,0,Yes
RT-0425,2024-02-17,West India,Mumbai Hub,Vadodara,32-ft Truck,800,411,51.4,98,38,2.58,11,6.58,14.39,1359.86,112.77,897.33,2369.96,5.77,37,No
RT-0426,2024-07-08,East India,Kolkata Hub,Kolkata,Mini Truck (14-ft),250,184,73.6,223,51,4.37,5,5.98,28.89,2730.11,396.95,1124.62,4251.68,23.11,13,Yes
RT-0427,2024-03-22,South India,Bengaluru Hub,Hyderabad,32-ft Truck,800,724,90.5,166,31,5.35,7,8.06,26.57,2510.87,343.65,1589.32,4443.84,6.14,12,Yes
RT-0428,2024-01-10,Central India,Bhopal Hub,Jabalpur,Tata Ace,120,113,94.2,181,33,5.48,12,12.53,35.78,3381.21,186.29,1749.4,5316.9,47.05,0,Yes
RT-0429,2024-09-20,North India,Delhi Hub,Amritsar,Tempo,80,79,98.8,146,48,3.04,8,7.51,24.22,2288.79,208.35,998.79,3495.93,44.25,12,Yes
RT-0430,2024-10-19,East India,Kolkata Hub,Guwahati,20-ft Truck,500,406,81.2,100,37,2.7,12,10.9,18.36,1735.02,109.06,1871.34,3715.42,9.15,0,Yes
RT-0431,2024-12-20,South India,Bengaluru Hub,Hyderabad,Tata Ace,120,67,55.8,418,62,6.74,3,8.06,75.78,7161.21,781.53,1510.63,9453.37,141.1,0,Yes
RT-0432,2024-11-24,East India,Kolkata Hub,Ranchi,20-ft Truck,500,352,70.4,247,44,5.61,4,6.8,29.14,2753.73,461.68,1153.62,4369.03,12.41,15,Yes
RT-0433,2024-09-21,East India,Kolkata Hub,Ranchi,20-ft Truck,500,416,83.2,290,45,6.44,6,9.49,46.03,4349.84,571.23,1666.57,6587.64,15.84,5,Yes
RT-0434,2024-09-09,North India,Delhi Hub,Amritsar,Mini Truck (14-ft),250,178,71.2,50,51,0.98,7,5.47,7.22,682.29,63.61,739.22,1485.12,8.34,0,Yes
RT-0435,2024-09-29,Central India,Bhopal Hub,Bhopal,Mini Truck (14-ft),250,116,46.4,174,61,2.85,6,4.57,20.57,1943.87,155.75,660.98,2760.6,23.8,24,Yes
RT-0436,2024-09-28,South India,Bengaluru Hub,Coimbatore,20-ft Truck,500,466,93.2,119,65,1.83,10,5.97,14.49,1369.31,217.31,805.85,2392.47,5.13,29,Yes
