Cold_Chain_ID,Date,Region,Warehouse,SKU,Supply_Chain_Stage,Target_Temp_C,Avg_Temp_C,Min_Temp_C,Max_Temp_C,Temperature_Breach,Breach_Duration_Min,Humidity_Pct,Transport_Hours,Product_Status,Cost_Impact_INR
CC-0361,2024-12-02,East India,WH-BLR-01,Premium_Lager_330ml,Brewery,4,3.6,2.5,6.3,No,0,84.4,4.2,Compliant,0
CC-0362,2024-05-26,Central India,WH-BLR-01,Premium_Lager_330ml,Primary Warehouse,8,7.5,6.4,9.8,No,0,72.6,3.4,Compliant,0
CC-0363,2024-05-24,West India,WH-BLR-01,Wheat_330ml,Regional Hub,2,-0.6,-2.2,0.6,Yes,144,79.0,13.7,Quarantined,16512
CC-0364,2024-02-21,South India,WH-KOL-01,IPA_330ml,Primary Warehouse,8,6.3,4.8,8.7,Yes,88,66.0,1.1,Quarantined,4405
CC-0365,2024-08-16,West India,WH-BLR-01,Light_Beer_330ml,Retail Outlet,4,5.0,3.2,6.5,No,0,83.5,10.7,Compliant,0
CC-0366,2024-02-09,East India,WH-BLR-01,IPA_330ml,Primary Warehouse,6,5.2,4.3,8.4,No,0,62.3,14.5,Compliant,0
CC-0367,2024-04-15,Central India,WH-DEL-01,Strong_Beer_500ml,Primary Warehouse,2,5.1,3.8,7.0,Yes,20,55.9,16.1,Quarantined,3338
CC-0368,2024-12-03,South India,WH-HYD-01,Lager_500ml,Retail Outlet,4,5.8,4.1,8.9,Yes,169,73.3,13.8,Quarantined,13984
CC-0369,2024-04-22,West India,WH-BLR-01,Strong_Beer_500ml,Brewery,2,0.0,-1.2,1.9,Yes,106,64.3,6.8,Compliant,9861
CC-0370,2024-05-06,South India,WH-DEL-01,Strong_Beer_500ml,Distributor,8,9.6,7.4,10.1,No,0,55.0,10.8,Compliant,0
CC-0371,2024-08-01,East India,WH-KOL-01,Stout_650ml,Retail Outlet,6,7.6,6.0,10.1,Yes,150,60.8,12.7,Quarantined,15799
CC-0372,2024-05-03,Central India,WH-KOL-01,IPA_330ml,Retail Outlet,6,5.5,3.5,8.9,Yes,113,79.8,17.6,Disposed,21581
CC-0373,2024-06-18,East India,WH-HYD-01,Light_Beer_330ml,Brewery,2,2.3,1.7,4.8,No,0,76.4,3.2,Compliant,0
CC-0374,2024-03-15,East India,WH-MUM-01,Wheat_330ml,Retail Outlet,6,9.3,8.4,10.7,Yes,56,84.2,13.7,Quarantined,10618
CC-0375,2024-10-23,North India,WH-HYD-01,Stout_650ml,Retail Outlet,8,11.1,9.9,13.4,Yes,51,56.4,14.4,Disposed,3865
CC-0376,2024-02-02,South India,WH-DEL-01,Wheat_330ml,Brewery,4,8.6,6.8,11.1,Yes,37,61.8,4.4,Quarantined,4694
CC-0377,2024-05-05,East India,WH-MUM-01,Premium_Lager_330ml,Retail Outlet,2,4.3,2.7,5.1,No,0,81.1,16.8,Compliant,0
CC-0378,2024-12-18,North India,WH-KOL-01,IPA_330ml,Primary Warehouse,4,2.2,0.1,3.9,Yes,142,83.1,7.5,Disposed,13474
CC-0379,2024-11-12,South India,WH-BLR-01,Premium_Lager_330ml,Regional Hub,8,6.6,4.8,9.0,Yes,145,70.2,10.8,Quarantined,26424
CC-0380,2024-10-29,East India,WH-BLR-01,Stout_650ml,Primary Warehouse,6,5.9,5.3,8.5,No,0,61.0,5.9,Compliant,0
CC-0381,2024-09-13,North India,WH-BLR-01,Wheat_330ml,Brewery,8,8.9,7.6,9.7,No,0,62.7,9.0,Compliant,0
CC-0382,2024-06-25,Central India,WH-HYD-01,Lager_500ml,Distributor,4,6.4,5.6,8.0,No,0,61.4,5.5,Compliant,0
CC-0383,2024-12-10,South India,WH-MUM-01,Strong_Beer_500ml,Brewery,8,9.8,8.3,12.6,Yes,152,83.6,3.6,Quarantined,21157
CC-0384,2024-04-26,West India,WH-MUM-01,Light_Beer_330ml,Primary Warehouse,4,5.1,3.8,8.2,Yes,90,64.9,7.9,Quarantined,15267
CC-0385,2024-04-01,Central India,WH-MUM-01,Stout_650ml,Regional Hub,2,5.1,3.2,6.7,Yes,89,65.3,2.2,Compliant,10722
CC-0386,2024-06-10,West India,WH-BLR-01,Stout_650ml,Primary Warehouse,6,5.3,3.8,8.1,Yes,133,55.3,4.9,Quarantined,24856
CC-0387,2024-11-10,Central India,WH-BLR-01,Premium_Lager_330ml,Brewery,2,4.7,2.3,8.1,Yes,154,80.1,12.7,Compliant,20910
CC-0388,2024-07-29,Central India,WH-MUM-01,IPA_330ml,Brewery,4,7.7,6.0,10.2,Yes,143,57.1,9.7,Quarantined,7375
CC-0389,2024-01-27,West India,WH-DEL-01,Premium_Lager_330ml,Retail Outlet,6,6.9,5.4,9.8,No,0,57.4,10.5,Compliant,0
CC-0390,2024-07-15,East India,WH-DEL-01,Premium_Lager_330ml,Regional Hub,4,4.8,4.3,6.3,No,0,61.0,15.1,Compliant,0
CC-0391,2024-12-10,Central India,WH-HYD-01,Light_Beer_330ml,Distributor,4,6.3,5.4,7.8,No,0,65.3,14.8,Compliant,0
CC-0392,2024-06-10,West India,WH-MUM-01,Premium_Lager_330ml,Brewery,8,7.4,6.7,8.1,No,0,56.6,8.0,Compliant,0
CC-0393,2024-08-27,East India,WH-KOL-01,Premium_Lager_330ml,Primary Warehouse,8,7.4,5.9,10.7,Yes,16,66.4,12.7,Disposed,1069
CC-0394,2024-04-18,West India,WH-BLR-01,Strong_Beer_500ml,Regional Hub,2,4.8,3.4,8.1,Yes,116,80.0,3.5,Compliant,11339
CC-0395,2024-03-22,Central India,WH-HYD-01,Light_Beer_330ml,Distributor,2,3.3,1.4,6.1,Yes,125,75.5,3.7,Compliant,13885
CC-0396,2024-05-25,North India,WH-HYD-01,Strong_Beer_500ml,Distributor,2,3.6,2.6,5.5,No,0,78.6,12.1,Compliant,0
CC-0397,2024-01-05,Central India,WH-MUM-01,Premium_Lager_330ml,Primary Warehouse,4,2.0,1.0,2.9,Yes,115,83.8,12.6,Disposed,21410
CC-0398,2024-03-03,Central India,WH-MUM-01,Lager_500ml,Brewery,2,-1.2,-2.1,1.0,Yes,51,73.2,4.8,Compliant,8764
CC-0399,2024-06-27,North India,WH-DEL-01,IPA_330ml,Brewery,2,2.3,0.2,4.2,No,0,61.8,1.0,Compliant,0
CC-0400,2024-03-25,South India,WH-DEL-01,Premium_Lager_330ml,Retail Outlet,4,3.9,2.8,5.5,No,0,57.2,5.2,Compliant,0
CC-0401,2024-07-03,North India,WH-MUM-01,Strong_Beer_500ml,Primary Warehouse,6,4.1,3.2,6.2,Yes,126,70.3,13.4,Compliant,6335
CC-0402,2024-03-28,Central India,WH-DEL-01,Strong_Beer_500ml,Brewery,6,5.4,3.9,7.0,Yes,87,73.4,3.9,Disposed,11090
CC-0403,2024-02-06,North India,WH-DEL-01,IPA_330ml,Retail Outlet,2,2.9,0.5,4.8,No,0,70.6,8.1,Compliant,0
CC-0404,2024-12-07,South India,WH-MUM-01,Strong_Beer_500ml,Distributor,6,8.2,5.8,9.7,No,0,64.8,15.5,Compliant,0
CC-0405,2024-10-27,North India,WH-HYD-01,Wheat_330ml,Regional Hub,8,8.4,6.9,10.5,No,0,76.6,6.0,Compliant,0
CC-0406,2024-03-09,South India,WH-HYD-01,Stout_650ml,Regional Hub,2,4.6,2.6,5.6,No,0,61.8,8.9,Compliant,0
CC-0407,2024-09-08,West India,WH-HYD-01,Lager_500ml,Distributor,8,11.8,9.6,14.7,Yes,85,70.7,6.6,Quarantined,12824
CC-0408,2024-11-23,West India,WH-BLR-01,Wheat_330ml,Retail Outlet,4,1.7,-0.6,3.3,Yes,93,75.4,15.0,Compliant,9409
CC-0409,2024-09-29,South India,WH-KOL-01,Light_Beer_330ml,Distributor,8,10.8,8.6,11.7,No,0,76.7,10.7,Compliant,0
CC-0410,2024-11-15,East India,WH-MUM-01,Stout_650ml,Primary Warehouse,4,2.4,0.2,5.1,Yes,122,77.8,10.2,Disposed,8598
CC-0411,2024-08-12,South India,WH-DEL-01,IPA_330ml,Primary Warehouse,6,4.0,2.1,6.9,Yes,146,73.9,1.8,Quarantined,11171
CC-0412,2024-11-08,South India,WH-DEL-01,IPA_330ml,Distributor,2,0.0,-0.5,1.6,Yes,52,68.7,2.4,Quarantined,8695
CC-0413,2024-10-26,North India,WH-BLR-01,Lager_500ml,Retail Outlet,6,4.1,1.9,6.5,Yes,177,58.3,12.9,Compliant,22689
CC-0414,2024-11-10,South India,WH-KOL-01,Premium_Lager_330ml,Brewery,4,3.9,3.1,7.1,No,0,74.1,7.4,Compliant,0
CC-0415,2024-10-24,Central India,WH-MUM-01,Strong_Beer_500ml,Distributor,4,4.9,4.3,6.0,No,0,69.1,16.3,Compliant,0
CC-0416,2024-03-04,East India,WH-BLR-01,Premium_Lager_330ml,Regional Hub,8,7.1,5.3,10.0,Yes,26,68.8,5.0,Compliant,1928
CC-0417,2024-04-26,Central India,WH-BLR-01,Stout_650ml,Brewery,6,4.1,3.1,5.3,Yes,131,74.8,6.6,Quarantined,12272
CC-0418,2024-06-09,South India,WH-MUM-01,IPA_330ml,Primary Warehouse,4,6.8,6.0,7.3,No,0,70.0,2.8,Compliant,0
CC-0419,2024-09-26,West India,WH-KOL-01,Lager_500ml,Brewery,4,6.7,5.0,7.8,No,0,66.0,15.0,Compliant,0
CC-0420,2024-01-10,North India,WH-DEL-01,Strong_Beer_500ml,Primary Warehouse,6,9.0,7.1,11.6,Yes,48,64.2,14.2,Quarantined,8526
CC-0421,2024-01-07,South India,WH-DEL-01,Strong_Beer_500ml,Retail Outlet,4,5.3,3.3,8.2,Yes,78,80.7,6.2,Quarantined,4980
CC-0422,2024-12-18,Central India,WH-HYD-01,Lager_500ml,Retail Outlet,8,9.7,8.4,12.8,Yes,134,63.0,2.7,Disposed,18112
CC-0423,2024-01-08,South India,WH-BLR-01,Lager_500ml,Primary Warehouse,2,3.4,2.6,6.7,Yes,57,82.2,16.9,Quarantined,3305
CC-0424,2024-03-06,Central India,WH-HYD-01,Wheat_330ml,Regional Hub,2,3.9,3.3,5.9,No,0,67.8,13.9,Compliant,0
CC-0425,2024-02-09,East India,WH-BLR-01,Wheat_330ml,Retail Outlet,6,8.4,6.7,11.4,Yes,117,80.2,5.1,Compliant,8127
CC-0426,2024-01-17,West India,WH-BLR-01,Wheat_330ml,Primary Warehouse,4,4.7,3.6,6.3,No,0,74.1,10.2,Compliant,0
CC-0427,2024-06-23,South India,WH-HYD-01,IPA_330ml,Distributor,8,8.6,6.7,11.2,No,0,83.0,4.9,Compliant,0
CC-0428,2024-11-02,North India,WH-DEL-01,Lager_500ml,Distributor,6,10.1,9.0,12.9,Yes,76,84.3,4.6,Disposed,14582
CC-0429,2024-05-11,West India,WH-MUM-01,Light_Beer_330ml,Primary Warehouse,8,5.7,3.5,6.7,Yes,75,58.4,13.7,Quarantined,5906
CC-0430,2024-10-31,Central India,WH-BLR-01,Lager_500ml,Primary Warehouse,2,2.5,1.2,3.9,No,0,64.5,15.7,Compliant,0
CC-0431,2024-08-21,South India,WH-MUM-01,Lager_500ml,Regional Hub,8,5.9,3.4,7.1,Yes,122,66.5,10.3,Compliant,9926
CC-0432,2024-12-21,South India,WH-MUM-01,Wheat_330ml,Distributor,6,6.8,5.6,9.4,No,0,70.9,1.9,Compliant,0
CC-0433,2024-04-21,North India,WH-BLR-01,Light_Beer_330ml,Brewery,4,3.7,1.3,6.9,Yes,98,77.6,1.9,Quarantined,12155
CC-0434,2024-08-24,East India,WH-HYD-01,Wheat_330ml,Regional Hub,8,9.3,6.9,10.1,No,0,67.7,10.2,Compliant,0
CC-0435,2024-05-14,South India,WH-HYD-01,Premium_Lager_330ml,Primary Warehouse,8,9.1,7.4,11.5,No,0,63.3,8.4,Compliant,0
CC-0436,2024-03-01,North India,WH-HYD-01,IPA_330ml,Regional Hub,8,8.0,7.2,10.9,No,0,75.9,15.0,Compliant,0
CC-0437,2024-11-27,North India,WH-MUM-01,IPA_330ml,Retail Outlet,8,7.4,6.3,10.4,No,0,76.0,4.1,Compliant,0
CC-0438,2024-01-14,Central India,WH-HYD-01,Lager_500ml,Primary Warehouse,4,5.3,4.7,6.6,No,0,81.5,15.7,Compliant,0
CC-0439,2024-05-28,East India,WH-KOL-01,IPA_330ml,Retail Outlet,2,5.2,3.2,7.2,Yes,134,67.9,12.6,Compliant,10127
CC-0440,2024-01-17,South India,WH-MUM-01,Stout_650ml,Regional Hub,6,8.3,7.1,9.9,No,0,65.2,9.8,Compliant,0
CC-0441,2024-05-29,North India,WH-HYD-01,Stout_650ml,Regional Hub,2,3.7,2.9,6.0,No,0,80.3,4.7,Compliant,0
CC-0442,2024-08-31,Central India,WH-BLR-01,Wheat_330ml,Distributor,8,11.5,10.5,14.0,Yes,137,80.8,9.7,Quarantined,13349
CC-0443,2024-12-10,North India,WH-KOL-01,Lager_500ml,Brewery,4,6.6,5.9,8.7,Yes,99,71.0,12.2,Disposed,11891
CC-0444,2024-01-10,Central India,WH-MUM-01,Strong_Beer_500ml,Brewery,2,2.8,0.6,3.8,No,0,71.2,17.5,Compliant,0
CC-0445,2024-05-14,East India,WH-DEL-01,Stout_650ml,Primary Warehouse,8,7.2,5.2,10.7,Yes,90,78.7,9.9,Compliant,11348
CC-0446,2024-02-12,East India,WH-MUM-01,Premium_Lager_330ml,Distributor,8,7.3,4.9,9.8,Yes,73,70.9,2.7,Quarantined,4686
CC-0447,2024-08-08,South India,WH-MUM-01,Lager_500ml,Retail Outlet,8,7.8,5.9,8.4,Yes,108,61.8,6.5,Quarantined,12184
CC-0448,2024-02-27,North India,WH-MUM-01,Strong_Beer_500ml,Distributor,4,3.9,3.0,5.3,No,0,75.0,1.7,Compliant,0
CC-0449,2024-10-02,Central India,WH-HYD-01,Wheat_330ml,Brewery,4,0.5,-0.0,2.3,Yes,170,61.7,2.3,Compliant,17852
CC-0450,2024-04-04,East India,WH-HYD-01,Premium_Lager_330ml,Distributor,2,2.8,1.8,5.0,No,0,67.8,1.4,Compliant,0
CC-0451,2024-11-07,East India,WH-HYD-01,IPA_330ml,Retail Outlet,6,5.5,3.2,8.0,Yes,161,66.4,13.8,Compliant,19728
CC-0452,2024-10-13,Central India,WH-BLR-01,Lager_500ml,Distributor,2,2.4,1.3,4.4,No,0,55.3,11.7,Compliant,0
CC-0453,2024-01-15,East India,WH-HYD-01,Strong_Beer_500ml,Regional Hub,8,8.8,8.1,9.9,No,0,73.9,10.1,Compliant,0
CC-0454,2024-12-29,Central India,WH-MUM-01,Premium_Lager_330ml,Primary Warehouse,2,1.4,-0.4,4.1,Yes,44,72.7,4.8,Disposed,8484
CC-0455,2024-11-21,North India,WH-MUM-01,Wheat_330ml,Regional Hub,2,1.3,-0.1,2.1,Yes,90,74.0,12.3,Disposed,6682
CC-0456,2024-02-13,North India,WH-MUM-01,Lager_500ml,Brewery,8,6.6,4.4,8.6,Yes,56,67.0,14.3,Compliant,7557
CC-0457,2024-12-16,Central India,WH-HYD-01,Premium_Lager_330ml,Regional Hub,2,5.4,4.2,6.4,Yes,81,77.4,8.9,Disposed,7048
CC-0458,2024-08-25,Central India,WH-BLR-01,Premium_Lager_330ml,Brewery,2,2.1,-0.2,2.9,Yes,55,62.2,2.1,Disposed,10600
CC-0459,2024-04-13,Central India,WH-KOL-01,Strong_Beer_500ml,Retail Outlet,2,2.0,0.1,4.9,No,0,79.4,3.4,Compliant,0
CC-0460,2024-08-18,West India,WH-MUM-01,Lager_500ml,Primary Warehouse,8,10.4,9.7,11.0,No,0,65.5,7.9,Compliant,0
CC-0461,2024-07-01,North India,WH-KOL-01,Lager_500ml,Brewery,2,4.1,2.7,7.4,Yes,153,61.1,17.4,Disposed,25773
CC-0462,2024-12-28,East India,WH-BLR-01,Premium_Lager_330ml,Brewery,6,6.8,5.5,8.8,No,0,82.9,2.9,Compliant,0
CC-0463,2024-01-21,East India,WH-DEL-01,Light_Beer_330ml,Primary Warehouse,2,4.1,2.4,5.4,No,0,66.5,5.0,Compliant,0
CC-0464,2024-04-02,North India,WH-MUM-01,Premium_Lager_330ml,Regional Hub,8,9.8,7.6,12.0,No,0,60.2,4.9,Compliant,0
CC-0465,2024-07-03,Central India,WH-KOL-01,Strong_Beer_500ml,Retail Outlet,2,4.4,2.6,6.7,Yes,70,82.8,9.5,Compliant,13757
CC-0466,2024-07-15,Central India,WH-DEL-01,Lager_500ml,Primary Warehouse,2,1.1,-0.7,4.3,Yes,172,83.5,2.3,Disposed,18466
CC-0467,2024-06-17,West India,WH-HYD-01,Light_Beer_330ml,Retail Outlet,4,3.1,0.9,5.2,Yes,163,81.6,4.5,Disposed,26765
CC-0468,2024-09-28,Central India,WH-MUM-01,Wheat_330ml,Regional Hub,4,2.1,1.0,3.0,Yes,113,71.6,17.8,Compliant,6360
CC-0469,2024-07-09,North India,WH-HYD-01,Premium_Lager_330ml,Distributor,6,6.5,5.1,7.1,No,0,76.9,8.3,Compliant,0
CC-0470,2024-08-25,North India,WH-DEL-01,Wheat_330ml,Brewery,4,3.0,1.6,5.6,Yes,130,84.8,2.5,Disposed,17249
CC-0471,2024-06-10,West India,WH-KOL-01,IPA_330ml,Primary Warehouse,6,5.8,4.8,8.5,No,0,70.3,7.0,Compliant,0
CC-0472,2024-07-03,South India,WH-DEL-01,IPA_330ml,Retail Outlet,6,9.3,8.3,10.7,Yes,70,60.8,4.1,Compliant,4901
CC-0473,2024-05-13,Central India,WH-KOL-01,IPA_330ml,Primary Warehouse,6,2.6,0.7,4.5,Yes,127,80.5,4.6,Compliant,7883
CC-0474,2024-10-19,East India,WH-BLR-01,Lager_500ml,Retail Outlet,8,6.7,5.4,8.5,Yes,54,83.5,7.5,Quarantined,6541
CC-0475,2024-02-18,East India,WH-HYD-01,Light_Beer_330ml,Distributor,8,9.2,6.9,10.6,No,0,80.4,3.8,Compliant,0
CC-0476,2024-05-01,West India,WH-HYD-01,Premium_Lager_330ml,Primary Warehouse,8,8.9,7.8,9.9,No,0,77.0,5.1,Compliant,0
CC-0477,2024-07-06,West India,WH-DEL-01,IPA_330ml,Regional Hub,2,-0.5,-2.4,1.8,Yes,98,73.0,5.1,Disposed,10930
CC-0478,2024-06-06,East India,WH-DEL-01,IPA_330ml,Primary Warehouse,2,1.4,-0.9,2.4,Yes,55,78.8,13.2,Quarantined,9780
CC-0479,2024-01-07,North India,WH-DEL-01,Premium_Lager_330ml,Distributor,8,8.3,6.5,11.0,No,0,71.0,2.1,Compliant,0
CC-0480,2024-03-22,South India,WH-KOL-01,Light_Beer_330ml,Distributor,2,3.3,2.0,6.0,No,0,81.8,16.7,Compliant,0
CC-0481,2024-03-19,South India,WH-DEL-01,Lager_500ml,Primary Warehouse,2,2.4,0.1,2.9,No,0,78.5,1.8,Compliant,0
CC-0482,2024-08-03,West India,WH-HYD-01,Light_Beer_330ml,Primary Warehouse,6,4.4,2.5,7.5,Yes,72,56.2,9.2,Disposed,5357
CC-0483,2024-07-29,Central India,WH-MUM-01,Wheat_330ml,Brewery,4,5.1,4.0,8.1,Yes,123,68.1,10.4,Quarantined,17607
CC-0484,2024-05-17,South India,WH-BLR-01,Light_Beer_330ml,Distributor,8,10.8,9.4,11.8,No,0,57.3,15.6,Compliant,0
CC-0485,2024-10-16,South India,WH-DEL-01,IPA_330ml,Regional Hub,8,10.0,9.5,13.5,Yes,174,80.9,1.6,Disposed,29303
CC-0486,2024-09-22,Central India,WH-KOL-01,Lager_500ml,Regional Hub,4,3.4,1.3,4.9,Yes,32,75.8,6.5,Disposed,3903
CC-0487,2024-10-16,East India,WH-MUM-01,Stout_650ml,Regional Hub,8,6.5,5.9,9.9,Yes,180,74.4,15.0,Compliant,16386
CC-0488,2024-09-26,West India,WH-BLR-01,Strong_Beer_500ml,Primary Warehouse,6,8.5,6.3,10.9,Yes,66,65.9,6.7,Compliant,5299
CC-0489,2024-09-19,West India,WH-HYD-01,Stout_650ml,Primary Warehouse,2,3.4,2.3,6.7,Yes,97,78.7,14.0,Compliant,9224
CC-0490,2024-09-13,South India,WH-MUM-01,Light_Beer_330ml,Regional Hub,2,2.6,1.4,4.2,No,0,79.7,12.0,Compliant,0
CC-0491,2024-02-01,West India,WH-KOL-01,IPA_330ml,Retail Outlet,8,9.4,7.6,10.8,No,0,78.4,16.3,Compliant,0
CC-0492,2024-10-22,North India,WH-DEL-01,Light_Beer_330ml,Primary Warehouse,2,3.9,2.2,5.3,No,0,61.0,7.9,Compliant,0
CC-0493,2024-11-12,West India,WH-HYD-01,Strong_Beer_500ml,Brewery,8,8.0,6.0,10.3,No,0,57.5,5.3,Compliant,0
CC-0494,2024-10-31,Central India,WH-BLR-01,Light_Beer_330ml,Primary Warehouse,8,10.1,9.5,12.8,Yes,64,55.5,14.5,Disposed,8633
CC-0495,2024-07-03,South India,WH-HYD-01,Lager_500ml,Distributor,6,6.6,5.9,10.0,No,0,74.1,12.7,Compliant,0
CC-0496,2024-01-02,Central India,WH-BLR-01,Lager_500ml,Retail Outlet,4,6.4,4.1,9.1,Yes,118,55.6,10.1,Disposed,18304
CC-0497,2024-08-20,West India,WH-BLR-01,Light_Beer_330ml,Regional Hub,8,12.4,10.5,13.0,Yes,104,72.8,12.2,Disposed,7000
CC-0498,2024-03-11,East India,WH-HYD-01,Premium_Lager_330ml,Retail Outlet,8,9.1,7.8,10.7,No,0,70.2,11.9,Compliant,0
CC-0499,2024-09-13,South India,WH-MUM-01,Strong_Beer_500ml,Brewery,4,4.2,2.0,6.7,No,0,77.2,2.3,Compliant,0
CC-0500,2024-08-20,West India,WH-MUM-01,Lager_500ml,Regional Hub,2,2.7,1.6,3.4,No,0,80.9,15.5,Compliant,0
CC-0501,2024-01-18,North India,WH-DEL-01,Wheat_330ml,Distributor,6,6.7,5.8,9.4,No,0,82.4,8.8,Compliant,0
CC-0502,2024-02-27,West India,WH-BLR-01,Strong_Beer_500ml,Primary Warehouse,6,4.5,3.9,5.1,Yes,170,83.9,4.2,Compliant,24753
CC-0503,2024-01-18,West India,WH-BLR-01,Lager_500ml,Regional Hub,4,1.1,-1.1,2.9,Yes,76,55.5,5.3,Compliant,5249
CC-0504,2024-06-29,East India,WH-BLR-01,Wheat_330ml,Regional Hub,8,3.2,1.0,5.9,Yes,101,70.2,8.3,Disposed,15067
CC-0505,2024-05-12,Central India,WH-KOL-01,IPA_330ml,Retail Outlet,8,8.6,7.1,11.1,No,0,57.9,4.2,Compliant,0
CC-0506,2024-09-27,Central India,WH-HYD-01,Strong_Beer_500ml,Brewery,6,5.5,3.8,7.8,Yes,120,55.6,4.1,Disposed,9521
CC-0507,2024-08-21,North India,WH-BLR-01,Premium_Lager_330ml,Brewery,8,6.7,5.0,9.1,Yes,167,63.8,17.0,Disposed,24514
CC-0508,2024-03-05,Central India,WH-MUM-01,Stout_650ml,Regional Hub,2,4.2,3.2,5.8,No,0,78.4,7.2,Compliant,0
CC-0509,2024-01-19,Central India,WH-KOL-01,Lager_500ml,Distributor,8,4.9,4.3,5.6,Yes,140,76.7,3.9,Compliant,27727
CC-0510,2024-08-25,East India,WH-MUM-01,Light_Beer_330ml,Brewery,2,2.4,1.5,5.9,No,0,84.9,14.9,Compliant,0
CC-0511,2024-09-04,Central India,WH-DEL-01,Wheat_330ml,Regional Hub,2,4.5,3.9,5.9,No,0,57.4,14.0,Compliant,0
CC-0512,2024-08-28,North India,WH-DEL-01,Stout_650ml,Brewery,4,2.8,0.8,6.2,Yes,40,83.8,7.4,Disposed,6052
CC-0513,2024-06-02,South India,WH-KOL-01,Premium_Lager_330ml,Distributor,4,4.1,3.4,6.3,No,0,74.1,7.4,Compliant,0
CC-0514,2024-08-18,North India,WH-HYD-01,Premium_Lager_330ml,Retail Outlet,2,1.3,-0.2,3.6,Yes,65,64.5,17.6,Compliant,8831
CC-0515,2024-08-25,Central India,WH-DEL-01,Lager_500ml,Brewery,4,1.8,0.6,4.0,Yes,34,68.5,9.6,Compliant,5163
CC-0516,2024-07-24,East India,WH-KOL-01,Premium_Lager_330ml,Retail Outlet,4,3.9,2.7,5.9,No,0,66.3,17.8,Compliant,0
CC-0517,2024-03-05,South India,WH-BLR-01,IPA_330ml,Primary Warehouse,4,3.0,1.4,4.0,Yes,47,76.9,6.3,Compliant,5476
CC-0518,2024-04-01,Central India,WH-KOL-01,IPA_330ml,Brewery,2,3.2,0.8,5.8,No,0,76.5,5.0,Compliant,0
CC-0519,2024-10-25,Central India,WH-HYD-01,Strong_Beer_500ml,Primary Warehouse,2,3.1,2.5,6.1,Yes,88,80.3,6.1,Compliant,14846
CC-0520,2024-09-07,East India,WH-KOL-01,Strong_Beer_500ml,Distributor,4,6.0,4.0,9.0,Yes,121,68.5,13.8,Disposed,9966
CC-0521,2024-12-15,North India,WH-MUM-01,Stout_650ml,Primary Warehouse,2,4.9,3.3,7.6,Yes,25,68.8,1.2,Disposed,3806
CC-0522,2024-11-04,South India,WH-MUM-01,IPA_330ml,Retail Outlet,6,3.8,2.2,4.9,Yes,18,80.1,5.6,Quarantined,2557
CC-0523,2024-04-25,Central India,WH-DEL-01,Wheat_330ml,Brewery,6,5.3,3.6,7.4,Yes,60,68.7,4.2,Compliant,8177
CC-0524,2024-03-03,Central India,WH-BLR-01,Light_Beer_330ml,Brewery,8,7.3,5.0,8.6,Yes,167,82.2,14.6,Compliant,8507
CC-0525,2024-09-22,East India,WH-BLR-01,Strong_Beer_500ml,Distributor,2,1.1,-0.1,2.6,Yes,157,57.6,8.5,Quarantined,22849
CC-0526,2024-10-04,South India,WH-BLR-01,Strong_Beer_500ml,Distributor,6,6.4,5.1,9.3,No,0,55.5,5.1,Compliant,0
CC-0527,2024-11-16,South India,WH-DEL-01,Premium_Lager_330ml,Regional Hub,8,8.1,7.5,10.2,No,0,59.2,1.5,Compliant,0
CC-0528,2024-12-11,East India,WH-KOL-01,Strong_Beer_500ml,Primary Warehouse,2,2.9,1.0,3.8,No,0,82.3,2.0,Compliant,0
CC-0529,2024-04-16,Central India,WH-MUM-01,Stout_650ml,Retail Outlet,6,6.2,4.9,8.2,No,0,76.8,5.4,Compliant,0
CC-0530,2024-07-20,South India,WH-BLR-01,IPA_330ml,Brewery,4,4.6,2.9,5.4,No,0,75.9,10.8,Compliant,0
CC-0531,2024-11-08,North India,WH-BLR-01,IPA_330ml,Distributor,8,10.0,8.9,11.9,No,0,81.4,15.4,Compliant,0
CC-0532,2024-11-25,East India,WH-BLR-01,Light_Beer_330ml,Distributor,6,3.1,2.0,5.8,Yes,49,74.0,15.3,Quarantined,9482
CC-0533,2024-02-23,North India,WH-BLR-01,Wheat_330ml,Retail Outlet,4,8.1,5.9,10.5,Yes,30,64.6,14.9,Compliant,3550
CC-0534,2024-10-02,North India,WH-DEL-01,Wheat_330ml,Regional Hub,8,10.8,8.4,12.2,Yes,69,67.4,12.6,Disposed,12287
CC-0535,2024-05-05,North India,WH-DEL-01,Light_Beer_330ml,Brewery,4,7.9,5.8,8.9,Yes,44,65.5,15.0,Disposed,7861
CC-0536,2024-12-10,North India,WH-MUM-01,Premium_Lager_330ml,Brewery,2,2.9,1.5,5.1,No,0,57.2,10.3,Compliant,0
CC-0537,2024-07-30,Central India,WH-BLR-01,Strong_Beer_500ml,Retail Outlet,4,5.2,3.0,7.3,No,0,57.7,17.0,Compliant,0
CC-0538,2024-10-30,North India,WH-HYD-01,Premium_Lager_330ml,Distributor,8,8.5,6.5,11.7,No,0,69.9,2.1,Compliant,0
CC-0539,2024-08-16,Central India,WH-DEL-01,Stout_650ml,Primary Warehouse,4,6.3,4.8,9.3,Yes,77,84.4,11.9,Quarantined,5647
CC-0540,2024-12-07,East India,WH-HYD-01,Stout_650ml,Distributor,2,1.7,0.9,3.7,No,0,73.5,6.8,Compliant,0
